G06T0019006,0.337770938873291
G06F00030484,0.3273349404335022
G06N000308,0.3265923261642456
G06T001160,0.28378552198410034
G06K000966,0.2554778456687927
G06F000304886,0.2518030107021332
G06T000773,0.23713980615139008
G06K000900248,0.21475282311439514
G06T0007579,0.19071359932422638
G06K000900798,0.16852718591690063
G06K000900624,0.16410037875175476
G06T00072033,0.15998657047748566
G06T0005006,0.14472420513629913
H04N001927,0.136299729347229
G06T000120,0.13369424641132355
G06T0005002,0.13055464625358582
H04N000523238,0.12775614857673645
G06T00034092,0.12562666833400726
G10L0015265,0.12457791715860367
G06F000304883,0.10912611335515976
H04R0025558,0.08308300375938416
G06T001920,0.08013679087162018
G01B0011002,0.05956520140171051
H04N0013361,0.050883326679468155
H04N00053698,-0.0049675386399030685
H04S0007304,-0.017503835260868073
H04N000523296,-0.022667821496725082
H04N0013271,-0.035175736993551254
G06T00070075,-0.08057040721178055
G05D00010061,-0.10404504835605621
G06T001504,-0.10782851278781891
G06T001720,-0.1362992376089096
H04R000504,-0.16582033038139343
